STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,ind_type,Individual type,indic_is,Information society indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2021,,8.90,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2022,,12.39,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2023,,10.87,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2024,,11.87,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2025,,11.24,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2020,,30.39,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2021,,23.55,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2023,,26.93,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2025,,23.76,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2020,,13.87,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2021,,11.25,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2023,,10.13,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2025,,12.17,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2020,,9.41,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2021,,9.28,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2023,,11.01,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2025,,13.49,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2021,,25.56,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2022,,16.80,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2023,,16.52,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2024,,19.60,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2025,,17.03,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2020,,81.10,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2021,,78.68,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2022,,79.20,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2023,,79.99,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2024,,79.55,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2025,,82.93,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2020,,71.63,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2021,,69.78,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2022,,66.81,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2023,,69.12,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2024,,67.68,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74HI,Individuals aged 55 to 74 with high formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2025,,71.69,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2020,,9.47,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2021,,5.22,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2022,,8.08,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2023,,7.14,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2024,,9.35,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2025,,11.25,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2020,,11.73,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2021,,9.07,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2023,,11.72,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2025,,9.62,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2020,,5.29,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2021,,2.13,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2023,,3.36,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2025,,3.68,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2020,,1.21,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2021,,1.71,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2023,,1.60,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2025,,5.47,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2021,,35.69,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2022,,14.90,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2023,,14.70,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2024,,17.45,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2025,,20.75,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2020,,41.77,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2021,,35.00,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2022,,39.66,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2023,,40.58,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2024,,40.90,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2025,,43.95,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2020,,32.31,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2021,,29.78,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2022,,31.58,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2023,,33.43,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2024,,31.55,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74LO,Individuals aged 55 to 74 with low formal education,I_BUY3,Last online purchase: in the last 3 months,PC_IND,Percentage of individuals,DE,Germany,2025,,32.70,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2020,,8.65,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2021,,7.87,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2022,,11.20,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2023,,12.15,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2024,,11.40,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_B3_12,Last online purchase: between 3 and 12 months ago,PC_IND,Percentage of individuals,DE,Germany,2025,,11.99,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2020,,21.38,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2021,,15.84,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2023,,18.21,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_3-5,Frequency of online purchases in the last 3 months: 3 to 5 times,PC_IND,Percentage of individuals,DE,Germany,2025,,19.60,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2020,,9.01,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2021,,6.37,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2023,,6.32,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_6-10,Frequency of online purchases in the last 3 months: 6 to 10 times,PC_IND,Percentage of individuals,DE,Germany,2025,,7.87,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2020,,6.28,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2021,,5.92,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2023,,5.97,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BF_GT10,Frequency of online purchases in the last 3 months: more than 10 times,PC_IND,Percentage of individuals,DE,Germany,2025,,7.44,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2021,,32.40,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2022,,17.49,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2023,,19.20,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2024,,18.75,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BGT3,Last online purchase: more than 3 months ago,PC_IND,Percentage of individuals,DE,Germany,2025,,17.81,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2020,,66.61,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2021,,59.18,,b,break in time series,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2022,,61.92,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2023,,64.85,,,,,
dataflow,ESTAT:ISOC_EC_IB20(1.0),Internet purchases by individuals (2020 onwards),A,Annual,Y55_74ME,Individuals aged 55 to 74 with medium formal education,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,DE,Germany,2024,,65.19,,,,,
